Node,Nid,Billing Reference,Child's Name,Billing Discount,Pre-Booked Session,Pre-Booked Duration (h),Pre-Booked Charged Duration,Pre-Booked FE,Pre-Booked Childcare Charge,Pre-Booked Away Discount,Pre-Booked Billing Discount,Pre-Booked TTO Surcharge,Pre-Booked Late Change Surcharge,Pre-Booked Services Charge,Pre-Booked Booking Charge,Booked Session,Booked Duration (h),Actual Attendance,Free Entitlement,Charged Duration,Childcare Charge,Unscheduled Charge,Away Discount,Billing Discount,TTO Surcharge,Late Change Surcharge,Services Charge,Booking Charge,Billing Adjustment,Childcare Setting
211487-240466,240466,GIBBS,"Gibbs, Jasmine",0.00%,"Tuesday, 1 November 2022 - 10:00am to 5:00pm",7,0,7,0,0,0,0,0,5.99,5.99,01/11/2022 - 10:00am to 5:00pm,7,01/11/2022 - 11:33am to 4:52pm,7,0,0,0,0,0,0,0,5.99,5.99,0,Norto5 KIDZ - West End Farm
231540-239894,239894,ALI,"Ali, Jasmine",0.00%,"Tuesday, 1 November 2022 - 11:00am to 4:00pm",5,0,5,0,0,0,0,0,4.75,4.75,01/11/2022 - 11:00am to 4:00pm,5,01/01/2000 - 12:00am,5,0,0,0,0,0,0,0,4.75,4.75,0,KIDZ Academy - Lindfield
231084-244789,244789,JACKSONK,"Randall, Jackson",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,01/11/2022 - 11:30am to 6:00pm,6.5,01/11/2022 - 11:30am to 6:00pm,4,2.5,21.75,0,0,0,0,0,0,21.75,21.75,KIDZ Academy - Lindfield
231485-241269,241269,WALPOLE,"Walpole, Holly",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,01/11/2022 - 1:00pm to 5:30pm,4.5,01/11/2022 - 1:52pm to 5:30pm,4.5,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - Lindfield Lodge
213732-240212,240212,COVENEY,"Coveney, Marcie ",0.00%,"Tuesday, 1 November 2022 - 2:30pm to 5:30pm",3,3,0,30,0,0,0,0,1.16,31.16,01/11/2022 - 2:30pm to 5:30pm,3,01/11/2022 - 2:27pm to 5:30pm,0,3,30,0,0,0,0,0,1.16,31.16,0,KIDZ Academy - Cuckfield
207630-240177,240177,CARTWRIGHT01,"Cartwright, Hayden ",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,02/11/2022 - 7:30am to 5:30pm,10,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - Station Close
152257-239904,239904,AMARAL,"Amaral, Sebastian",0.00%,"Wednesday, 2 November 2022 - 8:00am to 3:30pm",7.5,0,7.5,0,0,0,0,0,4.55,4.55,02/11/2022 - 8:00am to 3:30pm,7.5,02/11/2022 - 8:10am to 3:20pm,7.5,0,0,0,0,0,0,0,4.55,4.55,0,Norto5 KIDZ - Lindfield Lodge
233489-239924,239924,ANGELL,"Angell, Mason",0.00%,"Wednesday, 2 November 2022 - 8:00am to 6:00pm",10,7.5,2.5,65.25,0,0,0,0,5.99,71.24,02/11/2022 - 8:00am to 6:00pm,10,01/01/2000 - 12:00am,2.5,7.5,65.25,0,0,0,0,0,5.99,71.24,0,Norto5 KIDZ - West End Farm
230394-240027,240027,BILLINGTON,"Billington, Elsa",0.00%,"Wednesday, 2 November 2022 - 8:00am to 12:00pm",4,4,0,38.6,0,0,0,0,0,38.6,02/11/2022 - 8:00am to 12:00pm,4,01/01/2000 - 12:00am,2.5,1.5,14.48,0,0,0,0,0,0,14.48,-24.12,Norto5 KIDZ - West End Farm
209118-240112,240112,BROOMFIELD,"Broomfield, Naya",0.00%,"Wednesday, 2 November 2022 - 8:00am to 2:30pm",6.5,6.5,0,62.73,0,0,0,0,4.55,67.28,02/11/2022 - 8:00am to 2:30pm,6.5,02/11/2022 - 8:24am to 2:30pm,0,6.5,62.73,0,0,0,0,0,4.55,67.28,0,Norto5 KIDZ - West End Farm
227490-240127,240127,BROOMFIELD,"Broomfield, Rowley",5.00%,"Wednesday, 2 November 2022 - 8:00am to 2:30pm",6.5,6.5,0,65,0,-3.25,0,0,2.25,64,02/11/2022 - 8:00am to 2:30pm,6.5,02/11/2022 - 8:24am to 2:30pm,0,6.5,65,0,0,-3.25,0,0,2.25,64,0,Norto5 KIDZ - West End Farm
190488-240188,240188,COBBOLD,"Cobbold, Brody",0.00%,"Wednesday, 2 November 2022 - 7:30am to 1:00pm",5.5,5.5,0,53.08,-31.85,0,0,0,0,21.23,02/11/2022 - 8:00am to 1:00pm,5,01/01/2000 - 12:00am,0,5,48.25,0,-28.95,0,0,0,0,19.3,-1.93,Norto5 KIDZ - Lindfield Lodge
233606-240218,240218,COX_L,"Cox, Leo",0.00%,"Wednesday, 2 November 2022 - 8:00am to 5:30pm",9.5,9.5,0,85,0,0,5.95,0,3.41,94.36,02/11/2022 - 8:00am to 5:30pm,9.5,02/11/2022 - 8:15am to 4:45pm,0,9.5,85,0,0,0,5.95,0,3.41,94.36,0,KIDZ Academy - Cuckfield
213754-240232,240232,COX,"Cox, Wesley",5.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,02/11/2022 - 8:00am to 6:00pm,10,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - Station Close
187923-240252,240252,CRAIGD,"Craig-Davies, Lara ",5.00%,"Wednesday, 2 November 2022 - 8:00am to 6:00pm",10,10,0,85,0,-4.25,0,0,3.41,84.16,02/11/2022 - 8:00am to 6:00pm,10,01/01/2000 - 12:00am,0,10,85,0,0,-4.25,0,0,3.41,84.16,0,KIDZ Academy - Cuckfield
238049-240278,240278,DICKIE,"Dickie, Iris ",0.00%,"Wednesday, 2 November 2022 - 8:00am to 3:00pm",7,7,0,60.9,0,0,4.26,0,4.55,69.71,02/11/2022 - 8:00am to 3:00pm,7,02/11/2022 - 8:02am to 3:00pm,0,7,60.9,0,0,0,4.26,0,4.55,69.71,0,Norto5 KIDZ - West End Farm
225483-240367,240367,ESMAILI,"Esmaili, Elodie",5.00%,"Wednesday, 2 November 2022 - 8:00am to 6:00pm",10,10,0,85,0,-4.25,0,0,3.41,84.16,02/11/2022 - 8:00am to 6:00pm,10,02/11/2022 - 8:03am to 6:00pm,0,10,85,0,0,-4.25,0,0,3.41,84.16,0,Norto5 KIDZ - West End Farm
208216-240402,240402,FIGG,"Figg, Henry",0.00%,"Wednesday, 2 November 2022 - 8:00am to 12:00pm",4,0,4,0,0,0,0,0,0,0,02/11/2022 - 8:00am to 12:00pm,4,01/01/2000 - 12:00am,3,1,8.7,0,0,0,0,0,0,8.7,8.7,KIDZ Academy - Cuckfield
234429-240521,240521,GREENER_JONES,"Greener-Jones , Isla ",0.00%,"Wednesday, 2 November 2022 - 8:00am to 6:00pm",10,10,0,85,0,0,0,0,3.41,88.41,02/11/2022 - 8:00am to 6:00pm,10,02/11/2022 - 9:05am to 6:00pm,0,10,85,0,0,0,0,0,3.41,88.41,0,Norto5 KIDZ - West End Farm
182193-240718,240718,KANE,"Kane, Dylan",0.00%,"Wednesday, 2 November 2022 - 8:00am to 6:00pm",10,7.5,2.5,65.25,0,0,0,0,5.99,71.24,02/11/2022 - 8:00am to 6:00pm,10,01/01/2000 - 12:00am,2.5,7.5,65.25,0,0,0,0,0,5.99,71.24,0,KIDZ Academy - Cuckfield
238242-240766,240766,KENNER,"Kenner, Hugh",0.00%,"Wednesday, 2 November 2022 - 8:00am to 6:00pm",10,10,0,85,0,0,0,0,3.41,88.41,02/11/2022 - 8:00am to 6:00pm,10,02/11/2022 - 8:24am to 2:00pm,0,10,85,0,0,0,0,0,3.41,88.41,0,Norto5 KIDZ - West End Farm
238068-240852,240852,MOORE_SAUNDERS,"Moore, Jax",0.00%,"Wednesday, 2 November 2022 - 8:00am to 6:00pm",10,10,0,0,0,0,0,0,0,0,02/11/2022 - 8:00am to 6:00pm,10,02/11/2022 - 9:02am to 2:59pm,0,10,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - West End Farm
239865-240948,240948,PERRY,"Perry, Alesha",0.00%,"Wednesday, 2 November 2022 - 8:00am to 6:00pm",10,7.5,2.5,65.25,0,0,4.57,0,1.44,71.26,02/11/2022 - 8:00am to 6:00pm,10,02/11/2022 - 8:45am to 3:45pm,2.5,7.5,65.25,0,0,0,4.57,0,5.99,75.81,4.55,KIDZ Academy - Lindfield
154848-241187,241187,TAYLOR02,"Taylor, Maggie",0.00%,"Wednesday, 2 November 2022 - 8:00am to 6:00pm",10,10,0,74,0,0,0,0,5.99,79.99,02/11/2022 - 8:00am to 6:00pm,10,02/11/2022 - 8:10am to 6:00pm,0,10,74,0,0,0,0,0,5.99,79.99,0,Norto5 KIDZ - Lindfield Lodge
223656-241190,241190,TOONE,"Toone, Jacob ",0.00%,"Wednesday, 2 November 2022 - 8:00am to 6:00pm",10,10,0,85,0,0,5.95,0,3.41,94.36,02/11/2022 - 8:00am to 6:00pm,10,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,-94.36,Norto5 KIDZ - West End Farm
171629-241224,241224,UNDERDOWN,"Underdown, Piper",5.00%,"Wednesday, 2 November 2022 - 8:00am to 4:00pm",8,8,0,77.2,0,0,0,0,4.55,81.75,02/11/2022 - 8:00am to 4:00pm,8,02/11/2022 - 8:25am to 4:00pm,0,8,77.2,0,0,-3.86,0,0,4.55,77.89,-3.86,Norto5 KIDZ - Lindfield Lodge
208663-241255,241255,WALKER,"Walker, Charlotte",5.00%,"Wednesday, 2 November 2022 - 8:00am to 4:30pm",8.5,8.5,0,85,0,-4.25,0,0,3.41,84.16,02/11/2022 - 8:00am to 1:30pm,5.5,02/11/2022 - 8:30am to 1:30pm,0,5.5,55,0,0,-2.75,0,0,2.25,54.5,-29.66,KIDZ Academy - Cuckfield
129152-241335,241335,WILLIS,"Willis, Harrison",0.00%,"Wednesday, 2 November 2022 - 8:00am to 6:00pm",10,0.5,9.5,4.35,0,0,0,0,5.99,10.34,02/11/2022 - 8:00am to 6:00pm,10,02/11/2022 - 8:10am to 6:00pm,2.5,7.5,65.25,0,0,0,0,0,5.99,71.24,60.9,Norto5 KIDZ - Lindfield Lodge
179983-241371,241371,WOOD,"Wood, Olivia",0.00%,"Wednesday, 2 November 2022 - 8:00am to 1:30pm",5.5,5.5,0,53.08,0,0,0,0,4.55,57.63,02/11/2022 - 8:00am to 1:30pm,5.5,02/11/2022 - 8:26am to 1:30pm,0,5.5,53.08,0,0,0,0,0,4.55,57.63,0,Norto5 KIDZ - Lindfield Lodge
241847-241873,241873,KEMPTHORNE,"Kempthorne, Joey",0.00%,"Wednesday, 2 November 2022 - 8:00am to 1:00pm",5,0,5,0,0,0,0,0,0,0,02/11/2022 - 8:00am to 1:00pm,5,02/11/2022 - 8:16am to 1:00pm,5,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Cuckfield
242543-244019,244019,SIMMONS,"Simmons, Aurora",0.00%,"Wednesday, 2 November 2022 - 8:00am to 1:00pm",5,5,0,50,0,0,3.5,0,2.25,55.75,02/11/2022 - 8:00am to 1:00pm,5,01/01/2000 - 12:00am,0,5,50,0,0,0,3.5,0,2.25,55.75,0,KIDZ Academy - Lindfield
231197-244211,244211,WATERS,"Waters, Amber",0.00%,"Wednesday, 2 November 2022 - 8:00am to 6:00pm",10,0.5,9.5,4.35,0,0,0,0,0,4.35,02/11/2022 - 8:00am to 6:00pm,10,02/11/2022 - 9:03am to 6:00pm,9.5,0.5,4.35,0,0,0,0,0,0,4.35,0,Norto5 KIDZ - West End Farm
238802-244597,244597,ATKINSON,"Atkinson, Ted",0.00%,"Wednesday, 2 November 2022 - 8:00am to 6:00pm",10,10,0,85,0,0,0,0,3.41,88.41,02/11/2022 - 8:00am to 6:00pm,10,02/11/2022 - 9:01am to 6:00pm,0,10,85,0,0,0,0,0,3.41,88.41,0,Norto5 KIDZ - Lindfield Lodge
244814-246474,246474,FATONA,"Fatona, Grace ",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,02/11/2022 - 8:00am to 1:00pm,5,02/11/2022 - 8:07am to 12:59pm,0,5,0,0,0,0,0,0,0,0,0,KIDZ Academy - Lindfield
235925-240006,240006,BERENDE,"Berende, Darius",5.00%,"Wednesday, 2 November 2022 - 8:30am to 2:30pm",6,0,6,0,0,0,0,0,0,0,02/11/2022 - 8:30am to 2:30pm,6,01/01/2000 - 12:00am,6,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Lindfield
213732-240213,240213,COVENEY,"Coveney, Marcie ",0.00%,"Wednesday, 2 November 2022 - 8:30am to 5:00pm",8.5,8.5,0,85,0,0,0,0,3.41,88.41,02/11/2022 - 8:30am to 5:00pm,8.5,02/11/2022 - 8:30am to 5:00pm,0,8.5,85,0,0,0,0,0,3.41,88.41,0,KIDZ Academy - Cuckfield
177412-240497,240497,GOERING,"Goering, Minnie",0.00%,"Wednesday, 2 November 2022 - 8:30am to 3:00pm",6.5,0,6.5,0,0,0,0,0,4.55,4.55,02/11/2022 - 8:30am to 3:00pm,6.5,02/11/2022 - 8:39am to 3:00pm,6.5,0,0,0,0,0,0,0,4.55,4.55,0,Norto5 KIDZ - West End Farm
238174-240927,240927,OSBORNE,"Osborne, Lewis",0.00%,"Wednesday, 2 November 2022 - 8:30am to 1:30pm",5,0,5,0,0,0,0,0,4.55,4.55,02/11/2022 - 8:30am to 1:30pm,5,02/11/2022 - 8:33am to 1:30pm,5,0,0,0,0,0,0,0,4.55,4.55,0,Norto5 KIDZ - West End Farm
233268-241032,241032,REEVE,"Reeve, Oscar",5.00%,"Wednesday, 2 November 2022 - 8:30am to 5:30pm",9,9,0,81,0,-4.05,0,0,5.99,82.94,02/11/2022 - 8:30am to 5:30pm,9,02/11/2022 - 9:05am to 5:00pm,0,9,81,0,0,-4.05,0,0,5.99,82.94,0,Norto5 KIDZ - West End Farm
200065-241122,241122,SPRATT,"Spratt, Chloe",5.00%,"Wednesday, 2 November 2022 - 8:30am to 3:30pm",7,7,0,70,0,-3.5,0,0,2.25,68.75,02/11/2022 - 8:30am to 3:30pm,7,02/11/2022 - 9:02am to 3:19pm,0,7,70,0,0,-3.5,0,0,2.25,68.75,0,Norto5 KIDZ - Lindfield Lodge
231034-241794,241794,COOPER,"Cooper, Ben",0.00%,"Wednesday, 2 November 2022 - 8:30am to 3:30pm",7,0,7,0,0,0,0,0,4.55,4.55,02/11/2022 - 8:30am to 3:30pm,7,01/01/2000 - 12:00am,7,0,0,0,0,0,0,0,4.55,4.55,0,KIDZ Academy - Lindfield
196730-242209,242209,WOODROFFE,"Frost, Ella",0.00%,"Wednesday, 2 November 2022 - 8:30am to 5:30pm",9,4.5,4.5,39.15,0,0,0,0,5.99,45.14,02/11/2022 - 8:30am to 5:30pm,9,01/01/2000 - 12:00am,4.5,4.5,39.15,0,0,0,0,0,5.99,45.14,0,KIDZ Academy - Cuckfield
223170-242221,242221,WOODROFFE,"Frost, Jude",5.00%,"Wednesday, 2 November 2022 - 8:30am to 5:30pm",9,9,0,81,0,-4.05,0,0,5.99,82.94,02/11/2022 - 8:30am to 5:30pm,9,02/11/2022 - 8:23am to 5:28pm,0,9,81,0.97,0,-4.1,0,0,5.99,83.86,0.92,KIDZ Academy - Cuckfield
231084-244790,244790,JACKSONK,"Randall, Jackson",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,02/11/2022 - 8:30am to 2:30pm,6,02/11/2022 - 10:40am to 2:11pm,4,2,17.4,0,0,0,0,0,0,17.4,17.4,KIDZ Academy - Lindfield
171181-239956,239956,BAILEY01,"Bailey , Benjamin ",0.00%,"Wednesday, 2 November 2022 - 9:00am to 5:00pm",8,5.5,2.5,47.85,0,0,0,0,0,47.85,02/11/2022 - 9:00am to 5:00pm,8,01/01/2000 - 12:00am,3,5,43.5,0,0,0,0,0,0,43.5,-4.35,KIDZ Academy - Cuckfield
239563-240051,240051,BOBOC,"Boboc, Maya",0.00%,"Wednesday, 2 November 2022 - 9:00am to 3:00pm",6,0,6,0,0,0,0,0,0,0,02/11/2022 - 9:00am to 3:00pm,6,01/01/2000 - 12:00am,6,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Lindfield
205234-240067,240067,BRADFORD,"Bradford, Elliot",0.00%,"Wednesday, 2 November 2022 - 9:00am to 4:00pm",7,0,7,0,0,0,0,0,0,0,02/11/2022 - 9:00am to 4:00pm,7,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - West End Farm
220334-240082,240082,BRAMALL,"Bramall , Teddy ",0.00%,"Wednesday, 2 November 2022 - 9:00am to 6:00pm",9,9,0,0,0,0,0,0,0,0,02/11/2022 - 9:00am to 6:00pm,9,02/11/2022 - 9:03am to 6:00pm,0,9,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - West End Farm
231085-240301,240301,DORMER,"Dormer, Athena",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,02/11/2022 - 9:00am to 3:00pm,6,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Lindfield
225198-240333,240333,EAGER,"Eager, Eloise ",0.00%,"Wednesday, 2 November 2022 - 9:00am to 4:30pm",7.5,0,7.5,0,0,0,0,0,1.44,1.44,02/11/2022 - 9:00am to 4:30pm,7.5,02/11/2022 - 9:53am to 4:30pm,7.5,0,0,0,0,0,0,0,1.44,1.44,0,Norto5 KIDZ - West End Farm
220950-240606,240606,HUGGINS,"Huggins, Gracie-Marie",0.00%,"Wednesday, 2 November 2022 - 9:00am to 1:00pm",4,0,4,0,0,0,0,0,0,0,02/11/2022 - 9:00am to 1:00pm,4,02/11/2022 - 9:02am to 12:58pm,4,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - West End Farm
231152-240658,240658,JAMES,"James, Khodi ",0.00%,"Wednesday, 2 November 2022 - 9:00am to 2:00pm",5,0,5,0,0,0,0,0,4.55,4.55,02/11/2022 - 9:00am to 2:00pm,5,02/11/2022 - 9:25am to 2:00pm,5,0,0,0,0,0,0,0,4.55,4.55,0,KIDZ Academy - Cuckfield
196952-240701,240701,LAWRENCE01,"John-Donegan, Marley",30.00%,"Wednesday, 2 November 2022 - 9:00am to 5:00pm",8,8,0,0,0,0,0,0,0,0,02/11/2022 - 9:00am to 5:00pm,8,02/11/2022 - 9:00am to 5:00pm,0,8,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - Lindfield Lodge
236621-240742,240742,BIJU,"Karthik subash biju, Danvanth ",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,02/11/2022 - 9:00am to 11:00am,2,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - Station Close
234414-240802,240802,MANTHORPE,"Manthorpe, Bobby",0.00%,"Wednesday, 2 November 2022 - 9:00am to 2:30pm",5.5,0,5.5,0,0,0,0,0,4.75,4.75,02/11/2022 - 9:00am to 2:30pm,5.5,02/11/2022 - 9:35am to 2:30pm,5.5,0,0,0,0,0,0,0,4.75,4.75,0,KIDZ Academy - Cuckfield
211085-240826,240826,MAURO-FOSSAT,"Mauro-Fossat, Kataleya",0.00%,"Wednesday, 2 November 2022 - 9:00am to 4:30pm",7.5,7.5,0,65.25,0,0,0,0,6.34,71.59,02/11/2022 - 9:00am to 4:30pm,7.5,02/11/2022 - 9:25am to 4:30pm,0,7.5,65.25,0,0,0,0,0,5.99,71.24,-0.35,KIDZ Academy - Cuckfield
174049-240882,240882,MULLER,"Muller Andrews, Edith",0.00%,"Wednesday, 2 November 2022 - 9:00am to 5:00pm",8,4.5,3.5,39.15,0,0,0,0,5.99,45.14,02/11/2022 - 9:00am to 5:00pm,8,02/11/2022 - 9:01am to 5:00pm,3.5,4.5,39.15,0,0,0,0,0,5.99,45.14,0,Norto5 KIDZ - Lindfield Lodge
210767-240898,240898,NAMANYA,"Namanya, Eskame",5.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,02/11/2022 - 9:00am to 3:30pm,6.5,02/11/2022 - 9:03am to 3:30pm,2.5,4,38.6,0,0,-2.07,2.7,0,4.55,43.78,43.78,KIDZ Academy - Lindfield
223299-241062,241062,SCHOFIELD,"Schofield, Ronnie",0.00%,"Wednesday, 2 November 2022 - 9:00am to 4:00pm",7,0,7,0,0,0,0,0,4.55,4.55,02/11/2022 - 9:00am to 4:00pm,7,02/11/2022 - 9:35am to 4:00pm,7,0,0,0,0,0,0,0,4.55,4.55,0,KIDZ Academy - Cuckfield
230810-241112,241112,SOUTER,"Souter, Libby",0.00%,"Wednesday, 2 November 2022 - 9:00am to 3:00pm",6,0,6,0,0,0,0,0,4.55,4.55,02/11/2022 - 9:00am to 3:00pm,6,02/11/2022 - 8:59am to 3:01pm,6,0,0,0,0,0,0,0,4.55,4.55,0,KIDZ Academy - Lindfield
239458-241147,241147,STONE,"Stone, Lily",0.00%,"Wednesday, 2 November 2022 - 9:00am to 1:00pm",4,0,4,0,0,0,0,0,4.55,4.55,02/11/2022 - 9:00am to 1:00pm,4,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,-4.55,KIDZ Academy - Lindfield
234186-241314,241314,WELLING,"Welling, Chelsea",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,02/11/2022 - 9:00am to 12:00pm,3,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - Lindfield Lodge
225498-241404,241404,YORK,"York, Ella",0.00%,"Wednesday, 2 November 2022 - 9:00am to 3:00pm",6,0,6,0,0,0,0,0,0,0,02/11/2022 - 9:00am to 3:00pm,6,02/11/2022 - 9:02am to 3:00pm,6,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - Lindfield Lodge
242510-242917,242917,ABBONDANZA,"Abbondanza, Leonardo ",0.00%,"Wednesday, 2 November 2022 - 10:00am to 3:00pm",5,0,5,0,0,0,0,0,4.55,4.55,02/11/2022 - 9:00am to 3:00pm,6,02/11/2022 - 9:25am to 3:00pm,4,2,17.4,0,0,0,1.22,0,4.55,23.17,18.62,KIDZ Academy - Cuckfield
242180-243005,243005,BAILEY_R,"Bailey, Ross",0.00%,"Wednesday, 2 November 2022 - 9:00am to 2:00pm",5,0,5,0,0,0,0,0,4.55,4.55,02/11/2022 - 9:00am to 2:00pm,5,02/11/2022 - 9:02am to 1:42pm,5,0,0,0,0,0,0,0,0,0,-4.55,KIDZ Academy - Lindfield
242303-243019,243019,BAKER_H,"Baker, Hamida",0.00%,"Wednesday, 2 November 2022 - 9:00am to 3:00pm",6,0,6,0,0,0,0,0,0,0,02/11/2022 - 9:00am to 3:00pm,6,01/01/2000 - 12:00am,6,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - Lindfield Lodge
223386-243037,243037,BALDWIN,"Baldwin, Lainey",0.00%,"Wednesday, 2 November 2022 - 9:00am to 2:00pm",5,2.5,2.5,21.75,0,0,1.52,0,0,23.27,02/11/2022 - 9:00am to 2:00pm,5,01/01/2000 - 12:00am,2.5,2.5,21.75,0,0,0,1.52,0,0,23.27,0,Norto5 KIDZ - Lindfield Lodge
182672-243322,243322,ELLIOTT01,"Elliott, Oscar",5.00%,"Wednesday, 2 November 2022 - 9:00am to 3:00pm",6,0,6,0,0,0,0,0,4.55,4.55,02/11/2022 - 9:00am to 3:00pm,6,02/11/2022 - 8:59am to 2:54pm,6,0,0,0,0,0,0,0,4.55,4.55,0,KIDZ Academy - Lindfield
210826-243533,243533,HARRISON,"Harrison, Fletcher",0.00%,"Wednesday, 2 November 2022 - 9:00am to 3:00pm",6,0,6,0,0,0,0,0,0,0,02/11/2022 - 9:00am to 3:00pm,6,02/11/2022 - 9:25am to 3:00pm,6,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Cuckfield
242609-243985,243985,R_BOWERS,"Rutherford-Bowers, Elsie-Rae",0.00%,"Wednesday, 2 November 2022 - 9:00am to 12:00pm",3,0,3,0,0,0,0,0,0,0,02/11/2022 - 9:00am to 12:00pm,3,02/11/2022 - 9:07am to 12:00pm,3,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - West End Farm
242742-244315,244315,WORRALL,"Worrall, Alfred",0.00%,"Wednesday, 2 November 2022 - 9:00am to 1:00pm",4,4,0,34.8,0,0,2.44,0,4.55,41.79,02/11/2022 - 9:00am to 1:00pm,4,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,-41.79,KIDZ Academy - Lindfield
182195-240437,240437,GARTH01,"Garth, Birdie ",0.00%,"Wednesday, 2 November 2022 - 9:30am to 2:30pm",5,0,5,0,0,0,0,0,4.55,4.55,02/11/2022 - 9:30am to 2:30pm,5,02/11/2022 - 9:35am to 2:15pm,5,0,0,0,0,0,0,0,4.55,4.55,0,KIDZ Academy - Cuckfield
218297-240912,240912,ONSLOW,"Onslow, Summer",0.00%,"Wednesday, 2 November 2022 - 9:30am to 3:00pm",5.5,5.5,0,53.08,0,0,0,0,4.55,57.63,02/11/2022 - 9:30am to 3:00pm,5.5,02/11/2022 - 9:30am to 3:00pm,0,5.5,53.08,0,0,0,0,0,4.55,57.63,0,Norto5 KIDZ - West End Farm
234418-240981,240981,PILLAI,"Pillai, Viaan",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,02/11/2022 - 9:30am to 12:30pm,3,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Lindfield
227958-241093,241093,SMITH07,"Smith, Darcie",5.00%,"Wednesday, 2 November 2022 - 9:30am to 2:30pm",5,0,5,0,0,0,0,0,0,0,02/11/2022 - 9:30am to 2:30pm,5,02/11/2022 - 10:07am to 2:30pm,5,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Cuckfield
211487-240467,240467,GIBBS,"Gibbs, Jasmine",0.00%,"Wednesday, 2 November 2022 - 10:00am to 5:00pm",7,0,7,0,0,0,0,0,5.99,5.99,02/11/2022 - 10:00am to 5:00pm,7,02/11/2022 - 10:33am to 5:00pm,7,0,0,0,0,0,0,0,5.99,5.99,0,Norto5 KIDZ - West End Farm
239157-240676,240676,SUNDAR,"John Sundar, Stasya Johanne",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,02/11/2022 - 10:00am to 3:00pm,5,01/01/2000 - 12:00am,5,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Lindfield
231540-239895,239895,ALI,"Ali, Jasmine",0.00%,"Wednesday, 2 November 2022 - 11:00am to 4:00pm",5,0,5,0,0,0,0,0,4.75,4.75,02/11/2022 - 11:00am to 4:00pm,5,01/01/2000 - 12:00am,5,0,0,0,0,0,0,0,4.75,4.75,0,KIDZ Academy - Lindfield
182212-243285,243285,DAVIES02,"Davies, Oliver",0.00%,"Wednesday, 2 November 2022 - 1:30pm to 4:30pm",3,3,0,28.95,0,0,0,0,1.44,30.39,02/11/2022 - 1:00pm to 4:00pm,3,02/11/2022 - 1:49pm to 4:00pm,0,3,28.95,0,0,0,0,0,0,28.95,-1.44,Norto5 KIDZ - West End Farm
242253-243474,243474,GRASSI,"Grassi, Oah",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,02/11/2022 - 1:00pm to 6:00pm,5,01/01/2000 - 12:00am,5,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - Lindfield Lodge
231485-244189,244189,WALPOLE,"Walpole, Holly",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,02/11/2022 - 1:00pm to 5:30pm,4.5,01/01/2000 - 12:00am,4.5,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - Lindfield Lodge
